step,neg_score,x,y,cum_sum,actual
125,0.3095238095238095,0.3095238095238095,0.3095238095238095,38.99999999999999,False
126,0.3149606299212598,0.3149606299212598,0.3149606299212598,39.99999999999999,True
127,0.3203125,0.3203125,0.3203125,41.0,True
128,0.3255813953488372,0.3255813953488372,0.3255813953488372,41.99999999999999,True
129,0.3307692307692307,0.3307692307692307,0.3307692307692307,42.99999999999999,True
130,0.3282442748091603,0.3282442748091603,0.3282442748091603,43.0,False
131,0.3333333333333333,0.3333333333333333,0.3333333333333333,44.0,True
132,0.3308270676691729,0.3308270676691729,0.3308270676691729,44.0,False
133,0.3358208955223881,0.3358208955223881,0.3358208955223881,45.0,True
134,0.3407407407407407,0.3407407407407407,0.3407407407407407,45.99999999999999,True
135,0.3382352941176471,0.3382352941176471,0.3382352941176471,46.0,False
136,0.3357664233576642,0.3357664233576642,0.3357664233576642,46.0,False
137,0.3333333333333333,0.3333333333333333,0.3333333333333333,46.0,False
138,0.3309352517985611,0.3309352517985611,0.3309352517985611,45.99999999999999,False
139,0.3285714285714285,0.3285714285714285,0.3285714285714285,45.99999999999999,False
140,0.3262411347517731,0.3262411347517731,0.3262411347517731,46.00000000000001,False
141,0.323943661971831,0.323943661971831,0.323943661971831,46.0,False
142,0.3216783216783216,0.3216783216783216,0.3216783216783216,45.99999999999999,False
143,0.3194444444444444,0.3194444444444444,0.3194444444444444,46.0,False
144,0.3172413793103448,0.3172413793103448,0.3172413793103448,45.99999999999999,False
145,0.3150684931506849,0.3150684931506849,0.3150684931506849,46.0,False
146,0.3129251700680272,0.3129251700680272,0.3129251700680272,46.0,False
147,0.3108108108108108,0.3108108108108108,0.3108108108108108,46.0,False
148,0.3154362416107382,0.3154362416107382,0.3154362416107382,46.99999999999999,True
149,0.3133333333333333,0.3133333333333333,0.3133333333333333,46.99999999999999,False
150,0.3112582781456953,0.3112582781456953,0.3112582781456953,46.999999999999986,False
151,0.3157894736842105,0.3157894736842105,0.3157894736842105,48.0,True
152,0.3137254901960784,0.3137254901960784,0.3137254901960784,48.0,False
153,0.3116883116883117,0.3116883116883117,0.3116883116883117,48.0,False
154,0.3096774193548387,0.3096774193548387,0.3096774193548387,48.0,False
155,0.3076923076923077,0.3076923076923077,0.3076923076923077,48.0,False
156,0.3057324840764331,0.3057324840764331,0.3057324840764331,48.0,False
157,0.3037974683544304,0.3037974683544304,0.3037974683544304,48.0,False
158,0.3081761006289308,0.3081761006289308,0.3081761006289308,49.0,True
159,0.3125,0.3125,0.3125,50.0,True
160,0.3105590062111801,0.3105590062111801,0.3105590062111801,49.99999999999999,False
161,0.3086419753086419,0.3086419753086419,0.3086419753086419,49.999999999999986,False
162,0.3128834355828221,0.3128834355828221,0.3128834355828221,51.00000000000001,True
163,0.3170731707317073,0.3170731707317073,0.3170731707317073,52.0,True
164,0.3212121212121212,0.3212121212121212,0.3212121212121212,53.0,True
165,0.3192771084337349,0.3192771084337349,0.3192771084337349,52.99999999999999,False
166,0.3173652694610778,0.3173652694610778,0.3173652694610778,52.99999999999999,False
167,0.3154761904761904,0.3154761904761904,0.3154761904761904,52.999999999999986,False
168,0.3136094674556213,0.3136094674556213,0.3136094674556213,53.0,False
169,0.3117647058823529,0.3117647058823529,0.3117647058823529,52.99999999999999,False
170,0.3099415204678362,0.3099415204678362,0.3099415204678362,52.999999999999986,False
171,0.3081395348837209,0.3081395348837209,0.3081395348837209,53.0,False
172,0.3121387283236994,0.3121387283236994,0.3121387283236994,53.99999999999999,True
173,0.3103448275862069,0.3103448275862069,0.3103448275862069,54.0,False
174,0.3085714285714285,0.3085714285714285,0.3085714285714285,53.999999999999986,False
175,0.3068181818181818,0.3068181818181818,0.3068181818181818,54.0,False
176,0.3050847457627119,0.3050847457627119,0.3050847457627119,54.0,False
177,0.3089887640449438,0.3089887640449438,0.3089887640449438,54.99999999999999,True
178,0.3072625698324022,0.3072625698324022,0.3072625698324022,54.99999999999999,False
179,0.3055555555555556,0.3055555555555556,0.3055555555555556,55.00000000000001,False
180,0.3038674033149171,0.3038674033149171,0.3038674033149171,54.99999999999999,False
181,0.3021978021978022,0.3021978021978022,0.3021978021978022,55.0,False
182,0.3005464480874317,0.3005464480874317,0.3005464480874317,55.0,False
183,0.2989130434782608,0.2989130434782608,0.2989130434782608,54.999999999999986,False
184,0.3027027027027027,0.3027027027027027,0.3027027027027027,56.0,True
185,0.3010752688172043,0.3010752688172043,0.3010752688172043,56.0,False
186,0.3048128342245989,0.3048128342245989,0.3048128342245989,57.0,True
187,0.3085106382978723,0.3085106382978723,0.3085106382978723,57.99999999999999,True
188,0.3068783068783068,0.3068783068783068,0.3068783068783068,57.999999999999986,False
189,0.3052631578947368,0.3052631578947368,0.3052631578947368,57.99999999999999,False
190,0.3036649214659686,0.3036649214659686,0.3036649214659686,58.0,False
191,0.3020833333333333,0.3020833333333333,0.3020833333333333,58.0,False
192,0.3005181347150259,0.3005181347150259,0.3005181347150259,58.0,False
193,0.2989690721649484,0.2989690721649484,0.2989690721649484,57.999999999999986,False
194,0.2974358974358974,0.2974358974358974,0.2974358974358974,57.999999999999986,False
195,0.2959183673469387,0.2959183673469387,0.2959183673469387,57.999999999999986,False
196,0.2944162436548223,0.2944162436548223,0.2944162436548223,57.999999999999986,False
197,0.2979797979797979,0.2979797979797979,0.2979797979797979,58.999999999999986,True
198,0.3015075376884422,0.3015075376884422,0.3015075376884422,59.99999999999999,True
199,0.3,0.3,0.3,60.0,False
