"Step","atomic-monkey-380 - neg_score","atomic-monkey-380 - neg_score__MIN","atomic-monkey-380 - neg_score__MAX"
"110","0.3153153153153153","0.3153153153153153","0.3153153153153153"
"111","0.3125","0.3125","0.3125"
"112","0.30973451327433627","0.30973451327433627","0.30973451327433627"
"113","0.30701754385964913","0.30701754385964913","0.30701754385964913"
"114","0.30434782608695654","0.30434782608695654","0.30434782608695654"
"115","0.3103448275862069","0.3103448275862069","0.3103448275862069"
"116","0.3076923076923077","0.3076923076923077","0.3076923076923077"
"117","0.3050847457627119","0.3050847457627119","0.3050847457627119"
"118","0.3025210084033613","0.3025210084033613","0.3025210084033613"
"119","0.3","0.3","0.3"
"120","0.30578512396694213","0.30578512396694213","0.30578512396694213"
"121","0.3114754098360656","0.3114754098360656","0.3114754098360656"
"122","0.3089430894308943","0.3089430894308943","0.3089430894308943"
"123","0.31451612903225806","0.31451612903225806","0.31451612903225806"
"124","0.312","0.312","0.312"
"125","0.30952380952380953","0.30952380952380953","0.30952380952380953"
"126","0.31496062992125984","0.31496062992125984","0.31496062992125984"
"127","0.3203125","0.3203125","0.3203125"
"128","0.32558139534883723","0.32558139534883723","0.32558139534883723"
"129","0.33076923076923076","0.33076923076923076","0.33076923076923076"
"130","0.3282442748091603","0.3282442748091603","0.3282442748091603"
"131","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"132","0.3308270676691729","0.3308270676691729","0.3308270676691729"
"133","0.3358208955223881","0.3358208955223881","0.3358208955223881"
"134","0.34074074074074073","0.34074074074074073","0.34074074074074073"
"135","0.3382352941176471","0.3382352941176471","0.3382352941176471"
"136","0.3357664233576642","0.3357664233576642","0.3357664233576642"
"137","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"138","0.33093525179856115","0.33093525179856115","0.33093525179856115"
"139","0.32857142857142857","0.32857142857142857","0.32857142857142857"
"140","0.3262411347517731","0.3262411347517731","0.3262411347517731"
"141","0.323943661971831","0.323943661971831","0.323943661971831"
"142","0.32167832167832167","0.32167832167832167","0.32167832167832167"
"143","0.3194444444444444","0.3194444444444444","0.3194444444444444"
"144","0.31724137931034485","0.31724137931034485","0.31724137931034485"
"145","0.3150684931506849","0.3150684931506849","0.3150684931506849"
"146","0.3129251700680272","0.3129251700680272","0.3129251700680272"
"147","0.3108108108108108","0.3108108108108108","0.3108108108108108"
"148","0.31543624161073824","0.31543624161073824","0.31543624161073824"
"149","0.31333333333333335","0.31333333333333335","0.31333333333333335"
"150","0.31125827814569534","0.31125827814569534","0.31125827814569534"
"151","0.3157894736842105","0.3157894736842105","0.3157894736842105"
"152","0.3137254901960784","0.3137254901960784","0.3137254901960784"
"153","0.3116883116883117","0.3116883116883117","0.3116883116883117"
"154","0.3096774193548387","0.3096774193548387","0.3096774193548387"
"155","0.3076923076923077","0.3076923076923077","0.3076923076923077"
"156","0.3057324840764331","0.3057324840764331","0.3057324840764331"
"157","0.3037974683544304","0.3037974683544304","0.3037974683544304"
"158","0.3081761006289308","0.3081761006289308","0.3081761006289308"
"159","0.3125","0.3125","0.3125"
"160","0.3105590062111801","0.3105590062111801","0.3105590062111801"
"161","0.30864197530864196","0.30864197530864196","0.30864197530864196"
"162","0.3128834355828221","0.3128834355828221","0.3128834355828221"
"163","0.3170731707317073","0.3170731707317073","0.3170731707317073"
"164","0.3212121212121212","0.3212121212121212","0.3212121212121212"
"165","0.3192771084337349","0.3192771084337349","0.3192771084337349"
"166","0.31736526946107785","0.31736526946107785","0.31736526946107785"
"167","0.31547619047619047","0.31547619047619047","0.31547619047619047"
"168","0.3136094674556213","0.3136094674556213","0.3136094674556213"
"169","0.31176470588235294","0.31176470588235294","0.31176470588235294"
"170","0.30994152046783624","0.30994152046783624","0.30994152046783624"
"171","0.3081395348837209","0.3081395348837209","0.3081395348837209"
"172","0.31213872832369943","0.31213872832369943","0.31213872832369943"
"173","0.3103448275862069","0.3103448275862069","0.3103448275862069"
"174","0.30857142857142855","0.30857142857142855","0.30857142857142855"
"175","0.3068181818181818","0.3068181818181818","0.3068181818181818"
"176","0.3050847457627119","0.3050847457627119","0.3050847457627119"
"177","0.3089887640449438","0.3089887640449438","0.3089887640449438"
"178","0.30726256983240224","0.30726256983240224","0.30726256983240224"
"179","0.3055555555555556","0.3055555555555556","0.3055555555555556"
"180","0.30386740331491713","0.30386740331491713","0.30386740331491713"
"181","0.3021978021978022","0.3021978021978022","0.3021978021978022"
"182","0.3005464480874317","0.3005464480874317","0.3005464480874317"
"183","0.29891304347826086","0.29891304347826086","0.29891304347826086"
"184","0.3027027027027027","0.3027027027027027","0.3027027027027027"
"185","0.3010752688172043","0.3010752688172043","0.3010752688172043"
"186","0.3048128342245989","0.3048128342245989","0.3048128342245989"
"187","0.30851063829787234","0.30851063829787234","0.30851063829787234"
"188","0.30687830687830686","0.30687830687830686","0.30687830687830686"
"189","0.30526315789473685","0.30526315789473685","0.30526315789473685"
"190","0.3036649214659686","0.3036649214659686","0.3036649214659686"
"191","0.3020833333333333","0.3020833333333333","0.3020833333333333"
"192","0.3005181347150259","0.3005181347150259","0.3005181347150259"
"193","0.29896907216494845","0.29896907216494845","0.29896907216494845"
"194","0.29743589743589743","0.29743589743589743","0.29743589743589743"
"195","0.29591836734693877","0.29591836734693877","0.29591836734693877"
"196","0.29441624365482233","0.29441624365482233","0.29441624365482233"
"197","0.29797979797979796","0.29797979797979796","0.29797979797979796"
"198","0.3015075376884422","0.3015075376884422","0.3015075376884422"
"199","0.3","0.3","0.3"
